Delivery ID,Supplier ID,Supplier Name,Category,Month,Delivery Date,Scheduled Date,Lead Time Days,On Time,Days Late,Order Quantity,Defective Units,Defect Rate %,Documentation Compliant,Volume % of Total Spend
DEL00281,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-03,2024-03-26,2024-03-25,14,Yes,0,6101,190,3.13,Yes,10
DEL00504,SUP-007,Rocky Mountain Spices,Additives,2024-03,2024-03-26,2024-03-24,5,Yes,0,4056,50,1.24,Yes,7
DEL00505,SUP-007,Rocky Mountain Spices,Additives,2024-03,2024-03-26,2024-03-24,7,Yes,0,5822,44,0.76,Yes,7
DEL00569,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-03,2024-03-26,2024-03-22,11,Yes,0,5405,266,4.92,No,7
DEL00023,SUP-001,Prairie Grain Co.,Raw Ingredients,2024-03,2024-03-27,2024-03-27,6,Yes,0,2842,29,1.03,Yes,18
DEL00103,SUP-002,Maple Packaging Ltd.,Packaging,2024-03,2024-03-27,2024-03-26,12,No,4,5231,200,3.84,Yes,14
DEL00107,SUP-002,Maple Packaging Ltd.,Packaging,2024-04,2024-04-01,2024-04-01,8,Yes,0,4737,352,7.43,Yes,14
DEL00654,SUP-009,Northern Flavours Ltd.,Additives,2024-04,2024-04-01,2024-03-30,14,Yes,0,4953,135,2.73,Yes,9
DEL00025,SUP-001,Prairie Grain Co.,Raw Ingredients,2024-04,2024-04-02,2024-04-01,7,Yes,0,7427,86,1.16,Yes,18
DEL00108,SUP-002,Maple Packaging Ltd.,Packaging,2024-04,2024-04-02,2024-03-28,12,Yes,0,4678,69,1.49,No,14
DEL00366,SUP-005,Westcoast Oils Inc.,Raw Ingredients,2024-04,2024-04-02,2024-03-30,6,Yes,0,2975,27,0.92,Yes,9
DEL00028,SUP-001,Prairie Grain Co.,Raw Ingredients,2024-04,2024-04-04,2024-04-02,7,Yes,0,4404,42,0.98,Yes,18
DEL00369,SUP-005,Westcoast Oils Inc.,Raw Ingredients,2024-04,2024-04-05,2024-04-03,6,Yes,0,3734,56,1.51,Yes,9
DEL00575,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-04,2024-04-05,2024-03-31,14,Yes,0,2505,176,7.05,Yes,7
DEL00428,SUP-006,ClearSeal Packaging,Packaging,2024-04,2024-04-06,2024-04-05,10,Yes,0,7311,267,3.66,No,8
DEL00506,SUP-007,Rocky Mountain Spices,Additives,2024-04,2024-04-06,2024-04-01,6,Yes,0,2792,19,0.71,Yes,7
DEL00719,SUP-010,EcoBox Solutions,Packaging,2024-04,2024-04-06,2024-04-01,7,Yes,0,6395,108,1.7,Yes,6
DEL00721,SUP-010,EcoBox Solutions,Packaging,2024-04,2024-04-06,2024-04-03,11,Yes,0,1511,44,2.91,Yes,6
DEL00287,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-04,2024-04-08,2024-04-08,12,Yes,0,4486,344,7.67,No,10
DEL00510,SUP-007,Rocky Mountain Spices,Additives,2024-04,2024-04-08,2024-04-07,5,Yes,0,7080,11,0.17,Yes,7
DEL00655,SUP-009,Northern Flavours Ltd.,Additives,2024-04,2024-04-09,2024-04-09,10,Yes,0,6073,190,3.14,Yes,9
DEL00651,SUP-009,Northern Flavours Ltd.,Additives,2024-04,2024-04-10,2024-04-07,9,No,2,6230,152,2.45,Yes,9
DEL00431,SUP-006,ClearSeal Packaging,Packaging,2024-04,2024-04-11,2024-04-07,6,Yes,0,2519,60,2.41,Yes,8
DEL00111,SUP-002,Maple Packaging Ltd.,Packaging,2024-04,2024-04-12,2024-04-07,13,Yes,0,3775,101,2.69,Yes,14
DEL00652,SUP-009,Northern Flavours Ltd.,Additives,2024-04,2024-04-12,2024-04-12,11,Yes,0,640,10,1.67,Yes,9
DEL00024,SUP-001,Prairie Grain Co.,Raw Ingredients,2024-04,2024-04-13,2024-04-13,7,No,11,3612,38,1.08,Yes,18
DEL00027,SUP-001,Prairie Grain Co.,Raw Ingredients,2024-04,2024-04-13,2024-04-11,6,Yes,0,3772,49,1.31,Yes,18
DEL00284,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-04,2024-04-13,2024-04-11,13,Yes,0,5098,393,7.72,Yes,10
DEL00432,SUP-006,ClearSeal Packaging,Packaging,2024-04,2024-04-13,2024-04-10,6,Yes,0,7675,92,1.21,Yes,8
DEL00507,SUP-007,Rocky Mountain Spices,Additives,2024-04,2024-04-13,2024-04-09,7,Yes,0,3518,24,0.68,Yes,7
DEL00508,SUP-007,Rocky Mountain Spices,Additives,2024-04,2024-04-13,2024-04-09,7,Yes,0,5105,30,0.6,Yes,7
DEL00433,SUP-006,ClearSeal Packaging,Packaging,2024-04,2024-04-14,2024-04-10,9,Yes,0,7107,219,3.08,Yes,8
DEL00192,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-04,2024-04-15,2024-04-12,12,No,11,6454,127,1.98,Yes,12
DEL00429,SUP-006,ClearSeal Packaging,Packaging,2024-04,2024-04-15,2024-04-11,7,Yes,0,2627,36,1.38,Yes,8
DEL00577,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-04,2024-04-15,2024-04-12,15,Yes,0,3291,92,2.81,Yes,7
DEL00653,SUP-009,Northern Flavours Ltd.,Additives,2024-04,2024-04-15,2024-04-14,8,Yes,0,5753,148,2.58,Yes,9
DEL00726,SUP-010,EcoBox Solutions,Packaging,2024-04,2024-04-15,2024-04-11,14,Yes,0,6932,0,0,Yes,6
DEL00286,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-04,2024-04-16,2024-04-13,15,Yes,0,3724,86,2.32,Yes,10
DEL00576,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-04,2024-04-16,2024-04-12,16,No,12,5400,263,4.89,No,7
DEL00110,SUP-002,Maple Packaging Ltd.,Packaging,2024-04,2024-04-17,2024-04-13,10,Yes,0,2843,92,3.25,Yes,14
DEL00285,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-04,2024-04-17,2024-04-13,14,No,9,3160,184,5.85,Yes,10
DEL00723,SUP-010,EcoBox Solutions,Packaging,2024-04,2024-04-17,2024-04-13,8,No,5,7171,111,1.55,Yes,6
DEL00191,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-04,2024-04-18,2024-04-14,12,Yes,0,4327,106,2.45,Yes,12
DEL00282,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-04,2024-04-18,2024-04-15,20,Yes,0,6871,304,4.44,Yes,10
DEL00722,SUP-010,EcoBox Solutions,Packaging,2024-04,2024-04-18,2024-04-18,12,Yes,0,3041,75,2.5,Yes,6
DEL00106,SUP-002,Maple Packaging Ltd.,Packaging,2024-04,2024-04-19,2024-04-17,12,Yes,0,7339,451,6.15,No,14
DEL00430,SUP-006,ClearSeal Packaging,Packaging,2024-04,2024-04-19,2024-04-17,10,Yes,0,1128,18,1.65,Yes,8
DEL00511,SUP-007,Rocky Mountain Spices,Additives,2024-04,2024-04-19,2024-04-19,7,No,1,4555,31,0.7,Yes,7
DEL00720,SUP-010,EcoBox Solutions,Packaging,2024-04,2024-04-19,2024-04-19,6,Yes,0,1279,33,2.65,Yes,6
DEL00026,SUP-001,Prairie Grain Co.,Raw Ingredients,2024-04,2024-04-20,2024-04-17,7,Yes,0,6482,19,0.3,Yes,18
DEL00109,SUP-002,Maple Packaging Ltd.,Packaging,2024-04,2024-04-20,2024-04-20,14,Yes,0,4687,225,4.8,Yes,14
DEL00365,SUP-005,Westcoast Oils Inc.,Raw Ingredients,2024-04,2024-04-20,2024-04-17,6,Yes,0,2210,16,0.73,Yes,9
DEL00190,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-04,2024-04-21,2024-04-17,9,Yes,0,3656,70,1.92,Yes,12
DEL00578,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-04,2024-04-21,2024-04-21,13,No,6,1881,117,6.24,Yes,7
DEL00283,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-04,2024-04-22,2024-04-22,15,Yes,0,3987,178,4.48,Yes,10
DEL00509,SUP-007,Rocky Mountain Spices,Additives,2024-04,2024-04-22,2024-04-18,7,Yes,0,4492,52,1.17,Yes,7
DEL00368,SUP-005,Westcoast Oils Inc.,Raw Ingredients,2024-04,2024-04-24,2024-04-21,6,Yes,0,1596,23,1.49,Yes,9
DEL00656,SUP-009,Northern Flavours Ltd.,Additives,2024-04,2024-04-25,2024-04-21,8,Yes,0,2439,61,2.51,No,9
DEL00725,SUP-010,EcoBox Solutions,Packaging,2024-04,2024-04-25,2024-04-25,11,Yes,0,2192,58,2.65,Yes,6
DEL00188,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-04,2024-04-26,2024-04-21,8,Yes,0,7655,160,2.1,Yes,12
DEL00367,SUP-005,Westcoast Oils Inc.,Raw Ingredients,2024-04,2024-04-26,2024-04-23,7,Yes,0,2842,17,0.63,Yes,9
DEL00574,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-04,2024-04-26,2024-04-26,15,Yes,0,802,60,7.55,Yes,7
DEL00657,SUP-009,Northern Flavours Ltd.,Additives,2024-04,2024-04-26,2024-04-21,9,Yes,0,5781,94,1.63,Yes,9
DEL00724,SUP-010,EcoBox Solutions,Packaging,2024-04,2024-04-26,2024-04-24,7,Yes,0,4392,114,2.6,Yes,6
DEL00189,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-04,2024-04-28,2024-04-24,11,Yes,0,6442,207,3.22,Yes,12
DEL00514,SUP-007,Rocky Mountain Spices,Additives,2024-05,2024-05-01,2024-05-01,6,Yes,0,2397,12,0.51,Yes,7
DEL00194,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-05,2024-05-02,2024-05-01,8,Yes,0,4389,92,2.11,Yes,12
DEL00440,SUP-006,ClearSeal Packaging,Packaging,2024-05,2024-05-02,2024-04-27,5,Yes,0,3495,60,1.72,Yes,8
DEL00197,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-05,2024-05-03,2024-05-01,11,Yes,0,5254,190,3.62,Yes,12
DEL00291,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-05,2024-05-03,2024-04-29,16,No,6,1566,99,6.36,Yes,10
DEL00370,SUP-005,Westcoast Oils Inc.,Raw Ingredients,2024-05,2024-05-03,2024-05-02,7,Yes,0,1887,14,0.76,Yes,9
DEL00442,SUP-006,ClearSeal Packaging,Packaging,2024-05,2024-05-03,2024-04-29,8,Yes,0,5306,83,1.57,Yes,8
DEL00731,SUP-010,EcoBox Solutions,Packaging,2024-05,2024-05-03,2024-05-03,13,Yes,0,5457,137,2.51,Yes,6
DEL00112,SUP-002,Maple Packaging Ltd.,Packaging,2024-05,2024-05-04,2024-05-02,15,Yes,0,2274,135,5.96,No,14
DEL00199,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-05,2024-05-04,2024-04-30,7,Yes,0,4762,147,3.11,Yes,12
DEL00202,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-05,2024-05-04,2024-04-30,8,Yes,0,5525,119,2.16,Yes,12
DEL00289,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-05,2024-05-04,2024-04-29,9,Yes,0,2892,134,4.66,Yes,10
DEL00439,SUP-006,ClearSeal Packaging,Packaging,2024-05,2024-05-05,2024-05-04,11,Yes,0,1056,16,1.56,Yes,8
DEL00193,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-05,2024-05-07,2024-05-06,11,Yes,0,2287,57,2.53,Yes,12
DEL00292,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-05,2024-05-07,2024-05-06,10,Yes,0,2049,65,3.2,Yes,10
DEL00200,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-05,2024-05-08,2024-05-06,7,Yes,0,924,15,1.68,Yes,12
DEL00117,SUP-002,Maple Packaging Ltd.,Packaging,2024-05,2024-05-09,2024-05-08,19,Yes,0,5240,211,4.04,Yes,14
DEL00119,SUP-002,Maple Packaging Ltd.,Packaging,2024-05,2024-05-09,2024-05-09,13,No,8,2274,91,4.04,Yes,14
DEL00195,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-05,2024-05-09,2024-05-08,12,Yes,0,5840,137,2.36,No,12
DEL00290,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-05,2024-05-09,2024-05-08,16,Yes,0,5380,119,2.23,Yes,10
DEL00512,SUP-007,Rocky Mountain Spices,Additives,2024-05,2024-05-09,2024-05-04,6,Yes,0,3363,30,0.91,Yes,7
DEL00513,SUP-007,Rocky Mountain Spices,Additives,2024-05,2024-05-09,2024-05-04,7,Yes,0,6344,72,1.14,Yes,7
DEL00585,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-05,2024-05-09,2024-05-09,12,No,1,2113,141,6.68,Yes,7
DEL00729,SUP-010,EcoBox Solutions,Packaging,2024-05,2024-05-09,2024-05-09,11,Yes,0,7457,174,2.34,Yes,6
DEL00033,SUP-001,Prairie Grain Co.,Raw Ingredients,2024-05,2024-05-10,2024-05-05,7,Yes,0,3500,28,0.81,Yes,18
DEL00296,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-05,2024-05-10,2024-05-07,13,No,8,6032,301,5.0,Yes,10
DEL00118,SUP-002,Maple Packaging Ltd.,Packaging,2024-05,2024-05-11,2024-05-11,17,Yes,0,3018,122,4.05,No,14
DEL00196,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-05,2024-05-11,2024-05-10,10,Yes,0,1811,53,2.96,Yes,12
DEL00203,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-05,2024-05-11,2024-05-08,9,Yes,0,1740,23,1.36,Yes,12
DEL00663,SUP-009,Northern Flavours Ltd.,Additives,2024-05,2024-05-11,2024-05-07,8,Yes,0,6320,254,4.03,No,9
DEL00288,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-05,2024-05-13,2024-05-08,19,No,7,3126,133,4.28,Yes,10
DEL00583,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-05,2024-05-13,2024-05-09,11,No,2,5113,201,3.94,No,7
DEL00730,SUP-010,EcoBox Solutions,Packaging,2024-05,2024-05-14,2024-05-14,9,No,2,4169,169,4.07,No,6
DEL00198,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-05,2024-05-15,2024-05-10,14,Yes,0,5684,34,0.61,Yes,12
DEL00582,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-05,2024-05-15,2024-05-12,12,Yes,0,1141,63,5.56,No,7
DEL00659,SUP-009,Northern Flavours Ltd.,Additives,2024-05,2024-05-15,2024-05-14,13,Yes,0,6776,199,2.94,Yes,9
DEL00297,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-05,2024-05-16,2024-05-14,14,Yes,0,6707,298,4.45,Yes,10
DEL00372,SUP-005,Westcoast Oils Inc.,Raw Ingredients,2024-05,2024-05-16,2024-05-13,6,Yes,0,1369,0,0,Yes,9
DEL00434,SUP-006,ClearSeal Packaging,Packaging,2024-05,2024-05-16,2024-05-12,13,Yes,0,6299,61,0.98,Yes,8
DEL00584,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-05,2024-05-16,2024-05-15,3,Yes,0,5577,195,3.5,No,7
DEL00030,SUP-001,Prairie Grain Co.,Raw Ingredients,2024-05,2024-05-17,2024-05-17,7,Yes,0,1291,6,0.5,Yes,18
DEL00113,SUP-002,Maple Packaging Ltd.,Packaging,2024-05,2024-05-18,2024-05-17,17,No,9,5642,202,3.6,Yes,14
DEL00294,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-05,2024-05-18,2024-05-18,17,Yes,0,824,9,1.19,Yes,10
DEL00580,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-05,2024-05-18,2024-05-16,21,No,4,5737,398,6.94,Yes,7
DEL00727,SUP-010,EcoBox Solutions,Packaging,2024-05,2024-05-18,2024-05-15,8,Yes,0,2645,53,2.03,Yes,6
DEL00441,SUP-006,ClearSeal Packaging,Packaging,2024-05,2024-05-19,2024-05-19,10,Yes,0,4012,124,3.11,No,8
DEL00437,SUP-006,ClearSeal Packaging,Packaging,2024-05,2024-05-20,2024-05-18,8,Yes,0,4225,109,2.59,Yes,8
DEL00371,SUP-005,Westcoast Oils Inc.,Raw Ingredients,2024-05,2024-05-21,2024-05-19,6,Yes,0,7414,64,0.87,Yes,9
DEL00374,SUP-005,Westcoast Oils Inc.,Raw Ingredients,2024-05,2024-05-21,2024-05-20,6,Yes,0,7704,47,0.61,Yes,9
DEL00436,SUP-006,ClearSeal Packaging,Packaging,2024-05,2024-05-21,2024-05-20,12,Yes,0,1327,7,0.55,Yes,8
DEL00032,SUP-001,Prairie Grain Co.,Raw Ingredients,2024-05,2024-05-22,2024-05-21,7,Yes,0,3037,0,0.02,Yes,18
DEL00579,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-05,2024-05-22,2024-05-22,6,Yes,0,1274,79,6.21,Yes,7
DEL00373,SUP-005,Westcoast Oils Inc.,Raw Ingredients,2024-05,2024-05-23,2024-05-20,6,Yes,0,3006,24,0.83,Yes,9
DEL00295,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-05,2024-05-24,2024-05-20,10,No,3,2037,155,7.64,Yes,10
DEL00435,SUP-006,ClearSeal Packaging,Packaging,2024-05,2024-05-24,2024-05-21,7,Yes,0,4470,90,2.03,Yes,8
DEL00116,SUP-002,Maple Packaging Ltd.,Packaging,2024-05,2024-05-25,2024-05-25,13,No,10,6906,420,6.1,No,14
DEL00201,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-05,2024-05-25,2024-05-24,9,Yes,0,7239,242,3.35,No,12
DEL00658,SUP-009,Northern Flavours Ltd.,Additives,2024-05,2024-05-25,2024-05-20,8,Yes,0,3028,87,2.91,Yes,9
DEL00031,SUP-001,Prairie Grain Co.,Raw Ingredients,2024-05,2024-05-26,2024-05-23,6,Yes,0,4254,18,0.44,Yes,18
DEL00114,SUP-002,Maple Packaging Ltd.,Packaging,2024-05,2024-05-26,2024-05-21,12,No,5,964,53,5.54,Yes,14
DEL00581,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-05,2024-05-26,2024-05-26,14,No,4,4369,123,2.82,No,7
DEL00660,SUP-009,Northern Flavours Ltd.,Additives,2024-05,2024-05-26,2024-05-24,9,Yes,0,3128,31,1.0,Yes,9
DEL00029,SUP-001,Prairie Grain Co.,Raw Ingredients,2024-05,2024-05-27,2024-05-24,7,Yes,0,5162,56,1.09,Yes,18
DEL00115,SUP-002,Maple Packaging Ltd.,Packaging,2024-05,2024-05-27,2024-05-23,16,Yes,0,1135,58,5.12,Yes,14
DEL00293,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-05,2024-05-27,2024-05-22,15,Yes,0,4708,174,3.72,Yes,10
DEL00515,SUP-007,Rocky Mountain Spices,Additives,2024-05,2024-05-27,2024-05-25,7,Yes,0,7308,62,0.85,Yes,7
DEL00661,SUP-009,Northern Flavours Ltd.,Additives,2024-05,2024-05-27,2024-05-22,10,Yes,0,4231,101,2.39,Yes,9
DEL00662,SUP-009,Northern Flavours Ltd.,Additives,2024-05,2024-05-27,2024-05-27,10,Yes,0,3253,84,2.59,Yes,9
DEL00728,SUP-010,EcoBox Solutions,Packaging,2024-05,2024-05-27,2024-05-23,13,Yes,0,4552,138,3.03,Yes,6
DEL00438,SUP-006,ClearSeal Packaging,Packaging,2024-05,2024-05-28,2024-05-25,11,No,7,5615,77,1.38,Yes,8
DEL00443,SUP-006,ClearSeal Packaging,Packaging,2024-06,2024-06-01,2024-05-28,9,No,12,6423,163,2.55,Yes,8
DEL00298,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-06,2024-06-02,2024-06-01,15,Yes,0,6501,381,5.88,No,10
DEL00448,SUP-006,ClearSeal Packaging,Packaging,2024-06,2024-06-02,2024-06-02,10,Yes,0,4014,87,2.18,Yes,8
DEL00375,SUP-005,Westcoast Oils Inc.,Raw Ingredients,2024-06,2024-06-03,2024-06-03,9,Yes,0,4260,42,1.01,Yes,9
DEL00587,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-06,2024-06-04,2024-06-03,11,No,6,3780,179,4.74,Yes,7
DEL00039,SUP-001,Prairie Grain Co.,Raw Ingredients,2024-06,2024-06-05,2024-05-31,6,Yes,0,2850,25,0.89,Yes,18
DEL00303,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-06,2024-06-06,2024-06-03,6,Yes,0,4794,303,6.34,Yes,10
DEL00444,SUP-006,ClearSeal Packaging,Packaging,2024-06,2024-06-06,2024-06-05,12,Yes,0,6659,130,1.97,Yes,8
DEL00036,SUP-001,Prairie Grain Co.,Raw Ingredients,2024-06,2024-06-07,2024-06-07,7,Yes,0,7331,39,0.54,Yes,18
DEL00120,SUP-002,Maple Packaging Ltd.,Packaging,2024-06,2024-06-07,2024-06-03,11,Yes,0,7458,423,5.68,Yes,14
DEL00208,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-06,2024-06-07,2024-06-03,7,Yes,0,5222,50,0.97,Yes,12
DEL00379,SUP-005,Westcoast Oils Inc.,Raw Ingredients,2024-06,2024-06-07,2024-06-06,7,Yes,0,2926,12,0.44,Yes,9
DEL00516,SUP-007,Rocky Mountain Spices,Additives,2024-06,2024-06-07,2024-06-02,8,Yes,0,6390,41,0.66,Yes,7
DEL00732,SUP-010,EcoBox Solutions,Packaging,2024-06,2024-06-07,2024-06-03,8,Yes,0,590,24,4.16,Yes,6
DEL00207,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-06,2024-06-08,2024-06-05,6,Yes,0,2863,74,2.61,Yes,12
DEL00445,SUP-006,ClearSeal Packaging,Packaging,2024-06,2024-06-09,2024-06-06,5,Yes,0,3968,80,2.02,Yes,8
DEL00378,SUP-005,Westcoast Oils Inc.,Raw Ingredients,2024-06,2024-06-11,2024-06-10,7,Yes,0,5190,40,0.78,Yes,9
DEL00519,SUP-007,Rocky Mountain Spices,Additives,2024-06,2024-06-11,2024-06-07,8,Yes,0,1802,15,0.83,Yes,7
DEL00588,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-06,2024-06-11,2024-06-08,15,Yes,0,7451,334,4.49,Yes,7
DEL00735,SUP-010,EcoBox Solutions,Packaging,2024-06,2024-06-11,2024-06-08,7,No,11,7584,242,3.2,Yes,6
DEL00123,SUP-002,Maple Packaging Ltd.,Packaging,2024-06,2024-06-12,2024-06-12,14,No,2,5884,418,7.11,Yes,14
DEL00210,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-06,2024-06-12,2024-06-10,12,Yes,0,7469,181,2.43,Yes,12
DEL00300,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-06,2024-06-12,2024-06-11,10,Yes,0,7289,384,5.28,Yes,10
DEL00302,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-06,2024-06-12,2024-06-11,10,Yes,0,7631,371,4.87,Yes,10
DEL00593,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-06,2024-06-12,2024-06-09,13,Yes,0,2900,108,3.73,Yes,7
DEL00205,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-06,2024-06-14,2024-06-14,6,Yes,0,6529,109,1.67,Yes,12
DEL00212,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-06,2024-06-14,2024-06-13,11,Yes,0,1777,48,2.71,Yes,12
DEL00447,SUP-006,ClearSeal Packaging,Packaging,2024-06,2024-06-14,2024-06-11,12,Yes,0,5356,63,1.19,Yes,8
DEL00449,SUP-006,ClearSeal Packaging,Packaging,2024-06,2024-06-14,2024-06-12,7,Yes,0,3932,74,1.9,Yes,8
DEL00590,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-06,2024-06-14,2024-06-13,14,No,1,2778,136,4.92,Yes,7
DEL00664,SUP-009,Northern Flavours Ltd.,Additives,2024-06,2024-06-14,2024-06-11,11,Yes,0,2192,33,1.51,Yes,9
DEL00206,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-06,2024-06-15,2024-06-13,8,No,5,7597,251,3.32,Yes,12
DEL00301,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-06,2024-06-15,2024-06-14,8,Yes,0,3812,228,6.0,Yes,10
DEL00592,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-06,2024-06-16,2024-06-11,14,No,4,702,42,6.09,No,7
DEL00665,SUP-009,Northern Flavours Ltd.,Additives,2024-06,2024-06-16,2024-06-16,10,Yes,0,7764,205,2.65,Yes,9
DEL00666,SUP-009,Northern Flavours Ltd.,Additives,2024-06,2024-06-16,2024-06-11,10,Yes,0,4943,89,1.81,No,9
DEL00733,SUP-010,EcoBox Solutions,Packaging,2024-06,2024-06-16,2024-06-16,12,Yes,0,5528,140,2.54,Yes,6
DEL00737,SUP-010,EcoBox Solutions,Packaging,2024-06,2024-06-16,2024-06-15,10,Yes,0,1768,24,1.39,Yes,6
DEL00037,SUP-001,Prairie Grain Co.,Raw Ingredients,2024-06,2024-06-17,2024-06-12,7,Yes,0,6548,55,0.85,Yes,18
DEL00446,SUP-006,ClearSeal Packaging,Packaging,2024-06,2024-06-17,2024-06-16,14,Yes,0,2156,77,3.58,Yes,8
DEL00736,SUP-010,EcoBox Solutions,Packaging,2024-06,2024-06-18,2024-06-15,12,No,1,1455,42,2.94,Yes,6
DEL00517,SUP-007,Rocky Mountain Spices,Additives,2024-06,2024-06-19,2024-06-19,7,Yes,0,6957,83,1.19,Yes,7
DEL00520,SUP-007,Rocky Mountain Spices,Additives,2024-06,2024-06-19,2024-06-16,8,Yes,0,1650,8,0.5,Yes,7
DEL00035,SUP-001,Prairie Grain Co.,Raw Ingredients,2024-06,2024-06-20,2024-06-16,6,Yes,0,7875,60,0.76,Yes,18
DEL00518,SUP-007,Rocky Mountain Spices,Additives,2024-06,2024-06-21,2024-06-18,7,Yes,0,4740,17,0.37,Yes,7
DEL00734,SUP-010,EcoBox Solutions,Packaging,2024-06,2024-06-21,2024-06-21,9,Yes,0,6765,159,2.36,No,6
DEL00121,SUP-002,Maple Packaging Ltd.,Packaging,2024-06,2024-06-22,2024-06-20,13,No,3,4513,269,5.98,Yes,14
DEL00204,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-06,2024-06-22,2024-06-22,9,Yes,0,3781,106,2.8,Yes,12
DEL00299,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-06,2024-06-22,2024-06-20,9,No,4,4925,272,5.54,Yes,10
DEL00034,SUP-001,Prairie Grain Co.,Raw Ingredients,2024-06,2024-06-23,2024-06-23,7,Yes,0,6628,48,0.74,No,18
DEL00124,SUP-002,Maple Packaging Ltd.,Packaging,2024-06,2024-06-23,2024-06-19,20,Yes,0,618,32,5.2,No,14
DEL00380,SUP-005,Westcoast Oils Inc.,Raw Ingredients,2024-06,2024-06-24,2024-06-21,6,Yes,0,2818,12,0.43,Yes,9
DEL00586,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-06,2024-06-24,2024-06-19,11,No,9,3211,188,5.86,Yes,7
DEL00122,SUP-002,Maple Packaging Ltd.,Packaging,2024-06,2024-06-25,2024-06-21,21,Yes,0,2447,104,4.27,No,14
DEL00211,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-06,2024-06-25,2024-06-23,10,Yes,0,7276,126,1.74,Yes,12
DEL00305,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-06,2024-06-25,2024-06-20,14,Yes,0,7161,411,5.74,No,10
DEL00376,SUP-005,Westcoast Oils Inc.,Raw Ingredients,2024-06,2024-06-25,2024-06-24,9,Yes,0,5233,49,0.94,Yes,9
